#CHROM	POS	results/hisat2/bulk/sortedTHEV_24hrsSamples.bam
THEV	1	0
THEV	2	0
THEV	3	0
THEV	4	0
THEV	5	0
THEV	6	0
THEV	7	0
THEV	8	0
THEV	9	0
THEV	10	0
THEV	11	0
THEV	12	0
THEV	13	0
THEV	14	0
THEV	15	0
THEV	16	0
THEV	17	0
THEV	18	0
THEV	19	0
THEV	20	0
THEV	21	0
THEV	22	0
THEV	23	0
THEV	24	0
THEV	25	0
THEV	26	0
THEV	27	0
THEV	28	0
THEV	29	0
THEV	30	0
THEV	31	0
THEV	32	0
THEV	33	0
THEV	34	0
THEV	35	0
THEV	36	0
THEV	37	0
THEV	38	0
THEV	39	0
THEV	40	0
THEV	41	0
THEV	42	0
THEV	43	0
THEV	44	0
THEV	45	0
THEV	46	0
THEV	47	0
THEV	48	0
THEV	49	0
THEV	50	0
THEV	51	0
THEV	52	0
THEV	53	0
THEV	54	0
THEV	55	2
THEV	56	2
THEV	57	2
THEV	58	2
THEV	59	2
THEV	60	2
THEV	61	2
THEV	62	2
THEV	63	2
THEV	64	2
THEV	65	2
THEV	66	2
THEV	67	2
THEV	68	2
THEV	69	2
THEV	70	2
THEV	71	2
THEV	72	2
THEV	73	2
THEV	74	2
THEV	75	2
THEV	76	2
THEV	77	2
THEV	78	2
THEV	79	2
THEV	80	2
THEV	81	2
THEV	82	2
THEV	83	2
THEV	84	2
THEV	85	2
THEV	86	2
THEV	87	2
THEV	88	2
THEV	89	2
THEV	90	2
THEV	91	2
THEV	92	2
THEV	93	2
THEV	94	2
THEV	95	2
THEV	96	2
THEV	97	2
THEV	98	2
THEV	99	2
THEV	100	2
THEV	101	3
THEV	102	3
THEV	103	3
THEV	104	3
THEV	105	3
THEV	106	3
THEV	107	3
THEV	108	3
THEV	109	3
THEV	110	3
THEV	111	3
THEV	112	3
THEV	113	3
THEV	114	3
THEV	115	3
THEV	116	3
THEV	117	3
THEV	118	3
THEV	119	3
THEV	120	3
THEV	121	3
THEV	122	3
THEV	123	3
THEV	124	3
THEV	125	3
THEV	126	3
THEV	127	3
THEV	128	3
THEV	129	3
THEV	130	3
THEV	131	3
THEV	132	3
THEV	133	3
THEV	134	3
THEV	135	3
THEV	136	3
THEV	137	3
THEV	138	3
THEV	139	3
THEV	140	3
THEV	141	3
THEV	142	3
THEV	143	3
THEV	144	3
THEV	145	3
THEV	146	3
THEV	147	3
THEV	148	3
THEV	149	3
THEV	150	3
THEV	151	3
THEV	152	3
THEV	153	3
THEV	154	4
THEV	155	4
THEV	156	4
THEV	157	4
THEV	158	4
THEV	159	5
THEV	160	5
THEV	161	5
THEV	162	5
THEV	163	5
THEV	164	6
THEV	165	6
THEV	166	6
THEV	167	6
THEV	168	6
THEV	169	6
THEV	170	6
THEV	171	6
THEV	172	6
THEV	173	6
THEV	174	6
THEV	175	6
THEV	176	6
THEV	177	6
THEV	178	6
THEV	179	6
THEV	180	6
THEV	181	6
THEV	182	6
THEV	183	6
THEV	184	6
THEV	185	6
THEV	186	6
THEV	187	6
THEV	188	7
