#CHROM	POS	results/hisat2/bulk/sortedTHEV_72hrsSamples.bam
THEV	1	0
THEV	2	0
THEV	3	0
THEV	4	0
THEV	5	0
THEV	6	0
THEV	7	0
THEV	8	0
THEV	9	0
THEV	10	0
THEV	11	0
THEV	12	0
THEV	13	0
THEV	14	0
THEV	15	0
THEV	16	0
THEV	17	0
THEV	18	0
THEV	19	0
THEV	20	0
THEV	21	0
THEV	22	0
THEV	23	0
THEV	24	0
THEV	25	0
THEV	26	0
THEV	27	0
THEV	28	0
THEV	29	0
THEV	30	0
THEV	31	0
THEV	32	0
THEV	33	0
THEV	34	0
THEV	35	0
THEV	36	0
THEV	37	0
THEV	38	0
THEV	39	0
THEV	40	0
THEV	41	0
THEV	42	0
THEV	43	0
THEV	44	0
THEV	45	0
THEV	46	0
THEV	47	0
THEV	48	0
THEV	49	0
THEV	50	0
THEV	51	0
THEV	52	0
THEV	53	0
THEV	54	1
THEV	55	3
THEV	56	3
THEV	57	3
THEV	58	5
THEV	59	6
THEV	60	6
THEV	61	6
THEV	62	6
THEV	63	6
THEV	64	6
THEV	65	6
THEV	66	6
THEV	67	6
THEV	68	6
THEV	69	6
THEV	70	6
THEV	71	6
THEV	72	6
THEV	73	6
THEV	74	6
THEV	75	6
THEV	76	6
THEV	77	6
THEV	78	11
THEV	79	11
THEV	80	11
THEV	81	15
THEV	82	15
THEV	83	15
THEV	84	15
THEV	85	15
THEV	86	15
THEV	87	15
THEV	88	15
THEV	89	15
THEV	90	15
THEV	91	15
THEV	92	17
THEV	93	17
THEV	94	17
THEV	95	17
THEV	96	17
THEV	97	17
THEV	98	17
THEV	99	17
THEV	100	17
THEV	101	17
THEV	102	19
THEV	103	19
THEV	104	19
THEV	105	20
THEV	106	20
THEV	107	20
THEV	108	20
THEV	109	20
THEV	110	20
THEV	111	20
THEV	112	20
THEV	113	20
THEV	114	20
THEV	115	20
THEV	116	20
THEV	117	20
THEV	118	20
THEV	119	20
THEV	120	20
THEV	121	20
THEV	122	20
THEV	123	20
THEV	124	20
THEV	125	20
THEV	126	20
THEV	127	20
THEV	128	20
THEV	129	20
THEV	130	20
THEV	131	20
THEV	132	20
THEV	133	20
THEV	134	20
THEV	135	20
THEV	136	20
THEV	137	22
THEV	138	22
THEV	139	22
THEV	140	22
THEV	141	22
THEV	142	22
THEV	143	22
THEV	144	22
THEV	145	22
THEV	146	22
THEV	147	22
THEV	148	22
THEV	149	22
THEV	150	22
THEV	151	22
THEV	152	22
THEV	153	22
THEV	154	22
THEV	155	22
THEV	156	26
THEV	157	26
THEV	158	26
THEV	159	26
THEV	160	26
THEV	161	26
THEV	162	26
THEV	163	26
THEV	164	26
THEV	165	27
THEV	166	27
THEV	167	27
THEV	168	27
THEV	169	27
THEV	170	27
THEV	171	27
THEV	172	27
THEV	173	28
THEV	174	28
THEV	175	28
THEV	176	28
THEV	177	28
THEV	178	28
THEV	179	28
THEV	180	28
THEV	181	28
THEV	182	28
THEV	183	28
THEV	184	28
THEV	185	30
THEV	186	32
THEV	187	32
THEV	188	32
