Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
nbis-gene-12	IVa2	AY849321.1	-	2334	3437	0.216486	8101.414551	9731.623047
nbis-gene-5	AdPOL	AY849321.1	-	3430	6768	0.082360	3082.104736	3702.301758
nbis-gene-18	pTP	AY849321.1	-	6765	10995	0.163880	6132.774414	7366.843262
nbis-gene-4	52K	AY849321.1	+	8570	9472	0.000000	0.000000	0.000000
nbis-gene-16	pIIIa	AY849321.1	+	9462	10979	0.000000	0.000000	0.000000
nbis-gene-23	UXP	AY849321.1	-	22260	22520	0.000000	0.000000	0.000000
nbis-gene-8	Fiber	AY849321.1	+	22520	23884	0.218315	8169.860352	9813.841797
nbis-gene-15	ORF8	AY849321.1	-	25204	25701	0.592369	22167.839844	26628.566406
nbis-gene-19	pVI	AY849321.1	+	12906	13601	0.284483	10646.021484	12788.269531
nbis-gene-9	Hexon	AY849321.1	+	13610	16330	2.753032	103024.921875	123756.132812
nbis-gene-17	Protease	AY849321.1	+	16332	16976	4.224806	158202.531250	190036.859375
nbis-gene-6	DBP	AY849321.1	-	16973	18186	2.486439	93048.382812	111772.062500
nbis-gene-1	100K	AY849321.1	+	18230	20227	0.159660	5974.852051	7177.142578
nbis-gene-2	22K	AY849321.1	+	20142	20411	0.081481	3049.210449	3662.788330
nbis-gene-3	33K	AY849321.1	+	20142	20699	3.068871	114844.359375	137953.937500
nbis-gene-21	pVIII	AY849321.1	+	20769	21371	5.461028	204364.500000	245487.765625
nbis-gene-7	E3	AY849321.1	+	21247	22116	5.712644	213780.562500	256798.578125
4S2.1	-	AY849321.1	+	13610	16330	2.753032	103024.921875	123756.132812
4S2.2	-	AY849321.1	+	16332	16976	4.224806	158202.531250	190036.859375
4S2.3	-	AY849321.1	-	16959	18722	2.482068	92884.812500	111575.578125
4S2.4	-	AY849321.1	+	20142	20699	3.068871	114844.359375	137953.937500
4S2.5	-	AY849321.1	+	20769	22116	5.429525	363526.781250	436677.531250
nbis-gene-13	ORF1	AY849321.1	+	313	1953	0.0	0.0	0.0
nbis-gene-10	Hyd	AY849321.1	+	2098	2325	0.0	0.0	0.0
nbis-gene-11	III	AY849321.1	+	11001	12347	0.0	0.0	0.0
nbis-gene-22	pX	AY849321.1	+	12712	12888	0.0	0.0	0.0
nbis-gene-14	ORF7	AY849321.1	+	24512	25168	0.0	0.0	0.0
nbis-gene-20	pVII	AY849321.1	+	12347	12709	0.0	0.0	0.0
