Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
nbis-gene-13	ORF1	AY849321.1	+	313	1953	470.815826	2044.464966	2063.248291
nbis-gene-10	Hyd	AY849321.1	+	2098	2325	29241.171875	126976.507812	128143.085938
nbis-gene-12	IVa2	AY849321.1	-	2334	3437	3141.241455	13640.487305	13765.806641
nbis-gene-5	AdPOL	AY849321.1	-	3430	6768	295.452789	1282.970703	1294.757690
nbis-gene-18	pTP	AY849321.1	-	6765	10995	1184.285034	5142.625000	5189.872070
nbis-gene-4	52K	AY849321.1	+	8570	9472	640.656494	2781.979004	2807.538086
nbis-gene-16	pIIIa	AY849321.1	+	9462	10979	181.285904	787.213745	794.446167
nbis-gene-11	III	AY849321.1	+	11001	12347	174.011871	755.627075	762.569275
nbis-gene-20	pVII	AY849321.1	+	12347	12709	561.649353	2438.899414	2461.306396
nbis-gene-22	pX	AY849321.1	+	12712	12888	295.488708	1283.138794	1294.927368
nbis-gene-19	pVI	AY849321.1	+	12906	13601	751.104797	3261.588623	3291.553467
nbis-gene-9	Hexon	AY849321.1	+	13610	16330	2803.427246	12174.022461	12285.869141
nbis-gene-17	Protease	AY849321.1	+	16332	16976	143735.671875	628534.500000	634309.062500
nbis-gene-6	DBP	AY849321.1	-	16973	18186	25796.269531	112017.414062	113046.554688
nbis-gene-1	100K	AY849321.1	+	18230	20227	99.597221	561.734497	566.895325
nbis-gene-2	22K	AY849321.1	+	20142	20411	154.099304	669.158936	675.306763
nbis-gene-3	33K	AY849321.1	+	20142	20699	285.431641	1239.454834	1250.842163
nbis-gene-21	pVIII	AY849321.1	+	20769	21371	2225.121338	9662.339844	9751.111328
nbis-gene-7	E3	AY849321.1	+	21247	22116	21626.144531	93909.109375	94771.882812
nbis-gene-23	UXP	AY849321.1	-	22260	22520	64.367149	279.507141	282.075043
nbis-gene-8	Fiber	AY849321.1	+	22520	23884	2193.835449	9526.484375	9614.007812
nbis-gene-14	ORF7	AY849321.1	+	24512	25168	6179.754883	26834.892578	27081.433594
nbis-gene-15	ORF8	AY849321.1	-	25204	25701	748.566040	3252.256836	3282.136230
72S3.1	-	AY849321.1	+	137	2325	4992.829102	93644.695312	94505.039062
72S3.2	-	AY849321.1	-	2334	3678	2948.564209	13049.007812	13168.893555
72S3.3	-	AY849321.1	-	3430	6878	300.545715	4329.593262	4369.370605
72S3.4	-	AY849321.1	+	4226	12709	538.927612	6136.016602	6192.389648
72S3.5	-	AY849321.1	-	6765	10995	1184.285034	5142.625000	5189.872070
72S3.6	-	AY849321.1	+	12712	12888	295.488708	1283.138794	1294.927368
72S3.7	-	AY849321.1	+	12906	13601	751.104797	3261.588623	3291.553467
72S3.8	-	AY849321.1	+	13610	16330	2803.427246	12174.022461	12285.869141
72S3.9	-	AY849321.1	+	16332	16976	143735.671875	628534.500000	634309.062500
72S3.10	-	AY849321.1	-	16973	18725	25001.423828	110023.273438	111034.101562
72S3.11	-	AY849321.1	+	18230	25168	4880.755859	110065.632812	111076.835938
72S3.12	-	AY849321.1	-	25204	25701	748.566040	3252.256836	3282.136230
