Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
nbis-gene-13	ORF1	AY849321.1	+	313	1953	5167.358398	4459.492676	8625.975586
nbis-gene-10	Hyd	AY849321.1	+	2098	2325	12254.250977	10575.565430	20456.267578
nbis-gene-12	IVa2	AY849321.1	-	2334	3437	7122.359375	6147.895508	11891.843750
nbis-gene-5	AdPOL	AY849321.1	-	3430	6768	7859.823730	6806.978027	13166.705078
nbis-gene-18	pTP	AY849321.1	-	6765	10995	5152.310059	4917.250000	9511.413086
nbis-gene-4	52K	AY849321.1	+	8570	9472	3851.130127	3361.033691	6501.231445
nbis-gene-16	pIIIa	AY849321.1	+	9462	10979	4706.086426	4061.409424	7855.964355
nbis-gene-11	III	AY849321.1	+	11001	12347	14085.041992	12182.791992	23565.117188
nbis-gene-20	pVII	AY849321.1	+	12347	12709	49361.050781	42599.187500	82399.398438
nbis-gene-22	pX	AY849321.1	+	12712	12888	60031.218750	51818.285156	100231.859375
nbis-gene-19	pVI	AY849321.1	+	12906	13601	80777.523438	69760.812500	134938.000000
nbis-gene-9	Hexon	AY849321.1	+	13610	16330	180131.515625	155455.671875	300697.156250
nbis-gene-17	Protease	AY849321.1	+	16332	16976	165042.156250	142433.375000	275508.187500
nbis-gene-6	DBP	AY849321.1	-	16973	18186	50775.972656	43820.277344	84761.359375
nbis-gene-1	100K	AY849321.1	+	18230	20227	21303.916016	18385.537109	35563.054688
nbis-gene-2	22K	AY849321.1	+	20142	20411	31974.826172	27594.660156	53376.218750
nbis-gene-3	33K	AY849321.1	+	20142	20699	61535.406250	53105.792969	102722.281250
nbis-gene-21	pVIII	AY849321.1	+	20769	21371	92857.585938	80137.218750	155009.031250
nbis-gene-7	E3	AY849321.1	+	21247	22116	92100.796875	79484.101562	153745.718750
nbis-gene-23	UXP	AY849321.1	-	22260	22520	1484.714233	1281.326294	2478.463135
nbis-gene-8	Fiber	AY849321.1	+	22520	23884	11551.019531	9968.668945	19282.349609
nbis-gene-14	ORF7	AY849321.1	+	24512	25168	7166.652344	6322.471191	12229.525391
nbis-gene-15	ORF8	AY849321.1	-	25204	25701	1405.208008	1225.213745	2369.925049
72S1.1	-	AY849321.1	+	55	2325	6343.829590	12392.145508	23970.066406
72S1.2	-	AY849321.1	-	2334	3437	7122.359375	6147.895508	11891.843750
72S1.3	-	AY849321.1	-	3430	6768	7859.823730	6806.978027	13166.705078
72S1.4	-	AY849321.1	+	4304	16976	173263.265625	176222.281250	340865.875000
72S1.5	-	AY849321.1	-	6765	10995	5152.310059	4917.250000	9511.413086
72S1.6	-	AY849321.1	+	8570	9472	3851.130127	3361.033691	6501.231445
72S1.7	-	AY849321.1	+	9462	10979	4706.086426	4061.409424	7855.964355
72S1.8	-	AY849321.1	+	11001	12347	14085.041992	12182.791992	23565.117188
72S1.9	-	AY849321.1	+	12347	12709	49361.050781	42599.187500	82399.398438
72S1.10	-	AY849321.1	+	12712	12888	60031.218750	51818.285156	100231.859375
72S1.11	-	AY849321.1	+	12906	13601	80777.523438	69760.812500	134938.000000
72S1.12	-	AY849321.1	-	16973	18725	50653.562500	44348.523438	85783.140625
72S1.13	-	AY849321.1	+	18230	23884	37376.367188	74817.906250	144719.921875
72S1.14	-	AY849321.1	+	24512	25168	7166.652344	6322.471191	12229.525391
72S1.15	-	AY849321.1	-	25204	25701	1405.208008	1225.213745	2369.925049
