Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
nbis-gene-13	IVa2	AY849321.1	-	2334	3437	0.171196	48773.789062	0.000000
nbis-gene-5	AdPOL	AY849321.1	-	3430	6768	0.034441	9812.250977	0.000000
nbis-gene-18	pTP	AY849321.1	-	6765	10995	0.000000	0.000000	0.000000
nbis-gene-4	52K	AY849321.1	+	8570	9472	0.000000	0.000000	0.000000
nbis-gene-17	pIIIa	AY849321.1	+	9462	10979	0.000000	0.000000	0.000000
nbis-gene-19	pVI	AY849321.1	+	12906	13601	0.212644	60582.335938	0.000000
nbis-gene-10	II	AY849321.1	+	13610	16330	0.556046	158417.671875	0.000000
nbis-gene-8	EP	AY849321.1	+	16332	16976	0.365891	104242.453125	0.000000
nbis-gene-6	DBP	AY849321.1	-	16973	18186	0.000000	0.000000	0.000000
nbis-gene-16	ORF8	AY849321.1	-	25204	25701	0.353414	100687.742188	0.000000
nbis-gene-1	100K	AY849321.1	+	18230	20227	0.146647	41779.773438	0.000000
nbis-gene-2	22K	AY849321.1	+	20142	20411	0.000000	0.000000	0.000000
nbis-gene-3	33K	AY849321.1	+	20142	20699	0.000000	0.000000	0.000000
nbis-gene-21	pVIII	AY849321.1	+	20769	21371	0.305141	86934.757812	0.000000
nbis-gene-7	E3	AY849321.1	+	21247	22116	0.000000	0.000000	0.000000
nbis-gene-23	-	AY849321.1	-	22260	22520	0.000000	0.000000	0.000000
nbis-gene-12	IV	AY849321.1	+	22519	23883	0.218315	62198.007812	0.000000
nbis-gene-14	ORF1	AY849321.1	+	313	1953	0.0	0.0	0.0
nbis-gene-11	III	AY849321.1	+	11001	12347	0.0	0.0	0.0
nbis-gene-22	pX	AY849321.1	+	12712	12888	0.0	0.0	0.0
nbis-gene-15	ORF7	AY849321.1	+	24512	25168	0.0	0.0	0.0
nbis-gene-20	pVII	AY849321.1	+	12347	12709	0.0	0.0	0.0
nbis-gene-9	hyd	AY849321.1	+	2098	2325	0.0	0.0	0.0
