Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
nbis-gene-13	ORF1	AY849321.1	+	313	1953	376.750580	6825.279785	11449.598633
nbis-gene-10	Hyd	AY849321.1	+	2098	2325	601.561401	10897.993164	18281.687500
nbis-gene-12	IVa2	AY849321.1	-	2334	3437	470.298920	8520.017578	14292.568359
nbis-gene-5	AdPOL	AY849321.1	-	3430	6768	267.528107	4846.586426	8130.284668
nbis-gene-18	pTP	AY849321.1	-	6765	10995	273.305542	4951.251465	8305.863281
nbis-gene-4	52K	AY849321.1	+	8570	9472	90.717216	1679.257202	2817.000977
nbis-gene-16	pIIIa	AY849321.1	+	9462	10979	90.505432	1639.612305	2750.495605
nbis-gene-11	III	AY849321.1	+	11001	12347	244.742828	4433.804199	7437.831055
nbis-gene-20	pVII	AY849321.1	+	12347	12709	928.545105	16821.687500	28218.851562
nbis-gene-22	pX	AY849321.1	+	12712	12888	1172.932251	21249.046875	35645.871094
nbis-gene-19	pVI	AY849321.1	+	12906	13601	1701.515137	30824.947266	51709.714844
nbis-gene-9	Hexon	AY849321.1	+	13610	16330	5676.114746	102829.500000	172499.375000
nbis-gene-17	Protease	AY849321.1	+	16332	16976	7060.256348	128330.359375	215277.781250
nbis-gene-6	DBP	AY849321.1	-	16973	18186	4963.279297	89915.640625	150836.015625
nbis-gene-1	100K	AY849321.1	+	18230	20227	1211.921143	21955.378906	36830.761719
nbis-gene-2	22K	AY849321.1	+	20142	20411	2479.740723	44923.417969	75360.296875
nbis-gene-3	33K	AY849321.1	+	20142	20699	5236.997070	94874.351562	159154.390625
nbis-gene-21	pVIII	AY849321.1	+	20769	21371	8866.925781	160634.781250	269469.343750
nbis-gene-7	E3	AY849321.1	+	21247	22116	9581.049805	173571.968750	291171.843750
nbis-gene-23	UXP	AY849321.1	-	22260	22520	130.993912	2373.108887	3980.956543
nbis-gene-8	Fiber	AY849321.1	+	22520	23884	661.314514	11980.491211	20097.607422
nbis-gene-14	ORF7	AY849321.1	+	24512	25168	840.268616	15358.353516	25764.068359
nbis-gene-15	ORF8	AY849321.1	-	25204	25701	178.687149	3246.178711	5445.556152
24S3.1	-	AY849321.1	+	225	2325	430.688416	17570.792969	29475.498047
24S3.2	-	AY849321.1	-	2334	18751	1038.547729	95428.828125	160084.546875
24S3.3	-	AY849321.1	+	8570	9472	90.717216	1679.257202	2817.000977
24S3.4	-	AY849321.1	+	9462	10979	90.505432	1639.612305	2750.495605
24S3.5	-	AY849321.1	+	11001	12347	244.742828	4433.804199	7437.831055
24S3.6	-	AY849321.1	+	12347	12709	928.545105	16821.687500	28218.851562
24S3.7	-	AY849321.1	+	12712	12888	1172.932251	21249.046875	35645.871094
24S3.8	-	AY849321.1	+	12906	13601	1701.515137	30824.947266	51709.714844
24S3.9	-	AY849321.1	+	13610	16330	5676.114746	102829.500000	172499.375000
24S3.10	-	AY849321.1	+	16332	16976	7060.256348	128330.359375	215277.781250
24S3.11	-	AY849321.1	+	18230	23884	3257.108398	156702.859375	262873.437500
24S3.12	-	AY849321.1	+	24512	25168	840.268616	15358.353516	25764.068359
24S3.13	-	AY849321.1	-	25204	25701	178.687149	3246.178711	5445.556152
